    title,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
To All the Boys I've Loved Before,2018,100,"['romance', 'comedy', 'drama']",['US'],,tt3846674,7.1,101175.0,66.882,7.7
The Guernsey Literary & Potato Peel Pie Society,2018,124,"['romance', 'drama', 'history', 'war']","['GB', 'US', 'FR']",,tt1289403,7.3,44917.0,11.501,7.5
Anon,2018,100,"['scifi', 'drama', 'action', 'crime', 'thriller', 'european']","['US', 'GB']",,tt5419536,6.1,42608.0,33.558,5.9
Replicas,2018,107,"['thriller', 'drama', 'scifi']","['PR', 'US', 'GB', 'CN']",,tt4154916,5.5,37340.0,15.406,6.1
Private Life,2018,123,"['drama', 'comedy']",['US'],,tt6394284,7.2,19023.0,7.649,6.9
A Futile and Stupid Gesture,2018,101,['comedy'],['US'],,tt5566790,6.7,15750.0,12.272,6.5
The Strangers: Prey at Night,2018,85,"['thriller', 'horror']","['US', 'GB']",,tt1285009,5.2,30499.0,27.064,5.6
Hold the Dark,2018,125,"['thriller', 'horror', 'action', 'drama']",['US'],,tt5057140,5.6,36500.0,13.295,5.3
Black Mirror: Bandersnatch,2018,90,"['scifi', 'thriller', 'fantasy', 'drama']","['GB', 'US']",,tt9495224,7.1,123377.0,14.353,6.8
RBG,2018,98,['documentation'],['US'],,tt7689964,7.6,14037.0,8.04,7.6
The Perfection,2018,90,"['thriller', 'drama', 'horror', 'music']",['US'],,tt7772580,6.1,41508.0,13.548,6.5
The Kindergarten Teacher,2018,96,"['drama', 'thriller', 'european']",['US'],,tt6952960,6.7,15683.0,9.481,6.6
Set It Up,2018,105,"['comedy', 'romance']",['US'],,tt5304992,6.5,49880.0,14.994,7.0
An Evening with Beverly Luff Linn,2018,108,"['crime', 'comedy']","['GB', 'US']",,tt6520524,5.8,5457.0,6.295,5.8
Little Italy,2018,102,"['romance', 'comedy']","['US', 'CA']",,tt6957966,5.7,14492.0,16.841,6.8
The Outsider,2018,120,"['crime', 'thriller', 'action', 'drama']",['US'],,tt2011311,6.2,25223.0,12.155,6.2
Banana Split,2018,88,['comedy'],['US'],,tt7755856,6.2,3190.0,8.441,6.8
Dumplin',2018,110,"['comedy', 'drama']",['US'],,tt4878482,6.5,33206.0,11.126,6.8
Shirkers,2018,96,['documentation'],"['GB', 'US', 'SG']",,tt7472352,7.4,5020.0,9.789,7.6
The After Party,2018,89,"['comedy', 'horror', 'music']",['US'],,tt3960240,5.7,4348.0,11.314,6.2
Mute,2018,126,"['thriller', 'drama', 'scifi']","['GB', 'DE']",,tt1464763,5.4,34788.0,14.672,5.6
Hell Fest,2018,89,"['horror', 'thriller']",['US'],,tt1999890,5.5,16610.0,19.161,5.6
Small Town Crime,2018,91,"['thriller', 'crime']",['US'],,tt5751998,6.6,11167.0,8.056,6.4
Adrift,2018,96,"['thriller', 'drama', 'romance', 'action', 'european']","['HK', 'IS', 'US']",,tt6306064,6.6,54750.0,25.491,6.9
A-X-L,2018,98,"['scifi', 'family', 'thriller', 'action', 'drama']",['US'],,tt5709188,5.3,11785.0,38.144,6.3
The Other Side of the Wind,2018,122,"['drama', 'european']","['US', 'FR', 'IR']",,tt0069049,6.7,7104.0,8.717,6.7
22 July,2018,143,"['thriller', 'history', 'crime', 'drama', 'european']","['NO', 'US', 'IS']",,tt7280898,6.8,33246.0,19.825,7.2
"Game Over, Man!",2018,100,"['comedy', 'action']",['US'],,tt3317234,5.4,29773.0,14.0,5.5
Piercing,2018,82,"['thriller', 'horror']","['FR', 'US']",,tt6516314,5.5,7534.0,9.613,5.8
Mowgli: Legend of the Jungle,2018,105,"['drama', 'fantasy']","['GB', 'US']",,tt2388771,6.5,60870.0,25.389,6.5
No Escape Room,2018,85,"['thriller', 'horror']",['US'],,tt9099102,5.0,4277.0,12.13,6.3
Siberia,2018,105,"['thriller', 'european', 'crime', 'romance']","['DE', 'CA', 'US']",,tt6494688,4.3,15038.0,30.834,4.7
We the Animals,2018,94,['drama'],['US'],,tt7681824,6.9,4181.0,7.888,6.5
Welcome Home,2018,97,"['thriller', 'horror', 'drama']",['US'],,tt6829180,5.2,7387.0,38.136,5.2
Midnight Sun,2018,91,"['drama', 'romance', 'european']",['US'],,tt4799078,6.6,29565.0,39.39,7.8
Tau,2018,97,"['thriller', 'scifi']",['US'],,tt4357394,5.8,30611.0,12.489,6.2
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018,94,"['documentation', 'music']",['US'],,tt6216786,7.9,1285.0,4.268,7.7
Bathtubs Over Broadway,2018,87,"['comedy', 'music', 'documentation']",['US'],,tt6029778,7.6,1065.0,4.324,8.0
Duck Butter,2018,94,"['drama', 'comedy', 'romance']",['US'],,tt6958014,5.3,3909.0,16.727,5.5
The Long Dumb Road,2018,90,['comedy'],['US'],,tt4712076,6.1,3172.0,4.554,5.6
John Mulaney: Kid Gorgeous at Radio City,2018,65,['comedy'],['US'],,tt8271714,7.9,7696.0,7.358,8.0
In Darkness,2018,110,['thriller'],"['GB', 'US']",,tt5164184,5.7,13098.0,14.629,6.0
The Debt Collector,2018,96,"['action', 'comedy']","['GB', 'US']",,tt7448180,5.8,7344.0,37.827,5.9
Reversing Roe,2018,99,['documentation'],['US'],,tt8948614,7.5,1281.0,7.687,7.5
The Titan,2018,97,"['thriller', 'fantasy', 'scifi', 'drama', 'romance']","['US', 'GB', 'ES']",,tt6973848,4.8,30698.0,17.421,5.4
Dude,2018,90,"['comedy', 'drama']",['US'],,tt6151516,5.2,6873.0,10.632,5.5
Ibiza,2018,94,"['comedy', 'romance']",['US'],,tt3685236,5.2,17194.0,11.273,5.8
The Angel,2018,114,"['thriller', 'action', 'drama']","['IL', 'MA', 'US', 'BG', 'GB']",,tt5968274,6.6,14013.0,9.704,6.7
Benji,2018,87,"['crime', 'drama', 'family']","['US', 'AE']",,tt1799516,6.3,4544.0,12.438,7.0
White Fang,2018,87,"['animation', 'drama', 'western', 'european']","['FR', 'LU', 'US']",,tt7016508,6.9,3634.0,15.195,7.3
The Land of Steady Habits,2018,98,"['drama', 'comedy']",['US'],,tt6485928,6.2,7566.0,9.06,5.4
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,74,"['comedy', 'music', 'documentation']",['US'],,tt8075256,7.1,2556.0,4.985,6.6
Reprisal,2018,89,"['action', 'thriller', 'crime', 'drama']","['GB', 'US']",,tt6547170,4.2,7248.0,19.743,5.3
Like Father,2018,103,"['comedy', 'drama']",['US'],,tt7170950,6.1,21202.0,9.294,6.3
The Open House,2018,94,"['horror', 'thriller']",['US'],,tt7608028,3.2,33769.0,10.26,3.7
"My Teacher, My Obsession",2018,105,"['thriller', 'drama']",['US'],,tt6997574,4.4,2289.0,20.215,4.9
The Christmas Chronicles,2018,104,"['fantasy', 'family', 'comedy']",['US'],,tt2990140,7.0,71182.0,24.184,7.1
Outside In,2018,109,['drama'],['US'],,tt7260048,6.7,4611.0,5.153,6.2
Irreplaceable You,2018,96,"['drama', 'comedy', 'romance']",['US'],,tt6119856,6.4,9442.0,18.453,7.0
Springsteen On Broadway,2018,153,"['documentation', 'music']",['US'],,tt8716334,8.5,2178.0,5.263,8.0
Quincy,2018,124,"['music', 'documentation']",['US'],,tt7440432,7.6,4488.0,7.629,7.4
Struggle: The Life and Lost Art of Szukalski,2018,104,"['documentation', 'european']","['US', 'PL']",,tt9316022,7.9,4082.0,6.423,7.6
Adam Sandler: 100% Fresh,2018,73,"['comedy', 'music']",['US'],,tt9036126,7.5,5096.0,10.176,7.3
The Week Of,2018,116,['comedy'],['US'],,tt6821012,5.2,21481.0,15.364,5.4
The Bleeding Edge,2018,100,['documentation'],['US'],,tt8106576,7.6,2671.0,11.687,6.7
Taylor Swift: Reputation Stadium Tour,2018,125,"['documentation', 'music']",['US'],,tt9426852,8.3,5293.0,11.864,8.2
John Leguizamo's Latin History for Morons,2018,89,"['comedy', 'documentation']",['US'],,tt9777830,7.4,738.0,5.255,7.4
The Awakening of Motti Wolkenbruch,2018,94,"['comedy', 'drama', 'european']","['CH', 'DE']",,tt4766630,6.6,4255.0,9.799,5.7
Charming,2018,90,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt4086018,5.6,3467.0,13.039,6.5
The Legacy of a Whitetail Deer Hunter,2018,83,"['comedy', 'drama']",['US'],,tt4762824,5.5,3909.0,7.024,5.0
Come Sunday,2018,106,['drama'],['US'],,tt1690967,6.0,2287.0,8.424,5.8
Fred Armisen: Standup for Drummers,2018,65,"['music', 'comedy']",['US'],,tt7924798,5.8,1276.0,4.789,6.2
Generation Iron 3,2018,75,['documentation'],['US'],,tt8178958,6.2,3333.0,5.547,6.7
The Rachel Divide,2018,104,['documentation'],['US'],,tt8106570,6.3,2512.0,5.704,6.2
Alex Strangelove,2018,99,"['drama', 'comedy', 'romance']",['US'],,tt5688996,6.3,17305.0,13.149,6.6
End Game,2018,40,['documentation'],['US'],,,,,6.215,7.2
Chris Rock: Tamborine,2018,64,"['comedy', 'documentation']",['US'],,tt8005338,6.6,6816.0,7.142,6.5
Tom Segura: Disgraceful,2018,74,"['comedy', 'documentation']",['US'],,tt7379330,7.5,3695.0,2.908,7.0
Sierra Burgess Is a Loser,2018,105,"['drama', 'romance', 'comedy']",['US'],,tt3120280,5.8,38319.0,10.057,6.4
How to Be Really Bad,2018,100,"['comedy', 'family', 'fantasy', 'romance', 'european']",['DE'],,tt5571754,6.2,1076.0,9.653,7.0
Father of the Year,2018,94,['comedy'],['US'],,tt7256866,5.2,11281.0,11.325,5.4
Derren Brown: Sacrifice,2018,49,"['documentation', 'reality']",['US'],,tt9077188,7.1,1786.0,7.887,7.4
Happy Anniversary,2018,78,['comedy'],['US'],,tt6423886,5.7,4219.0,13.649,5.8
Bert Kreischer: Secret Time,2018,57,"['comedy', 'documentation']",['US'],,tt8786466,7.3,2307.0,3.406,7.3
Show Dogs,2018,90,"['comedy', 'crime', 'family']","['GB', 'US']",,tt5691024,3.9,4653.0,9.606,6.0
Amateur,2018,96,"['drama', 'sport']",['US'],,tt5580392,5.9,4303.0,11.572,6.5
All I Wish,2018,94,"['comedy', 'drama', 'romance']",['US'],,tt1492705,5.2,1564.0,7.403,5.8
The Clapper,2018,89,"['comedy', 'drama']",['US'],,tt5461956,5.1,7425.0,8.617,4.9
Take Your Pills,2018,87,['documentation'],['US'],,tt7983844,6.3,5048.0,13.958,6.6
6 Balloons,2018,75,['drama'],['US'],,tt6142496,5.9,4087.0,10.88,6.1
They'll Love Me When I'm Dead,2018,98,['documentation'],['US'],,tt6893836,7.4,4953.0,7.99,7.3
Nappily Ever After,2018,100,"['comedy', 'drama', 'romance']",['US'],,tt0365545,6.4,9139.0,15.079,7.2
The Legend of Cocaine Island,2018,87,['documentation'],['US'],,tt8106596,6.3,3287.0,11.611,6.5
Right Here Right Now,2018,89,"['drama', 'music', 'comedy', 'european']",['DE'],,tt6175086,5.4,311.0,1.86,4.3
The Most Unknown,2018,92,['documentation'],['US'],,tt8126390,6.6,2067.0,5.378,6.5
"Ron White: If You Quit Listening, I'll Shut Up",2018,63,['comedy'],['US'],,tt9060534,6.5,827.0,2.626,6.3
Pope Francis: A Man of His Word,2018,96,"['documentation', 'european']","['IT', 'CH', 'VA', 'FR', 'DE']",,tt6915100,6.4,2240.0,7.29,7.3
Demetri Martin: The Overthinker,2018,56,['comedy'],['US'],,tt7725144,7.2,1697.0,4.156,7.0
Katt Williams: Great America,2018,60,['comedy'],['US'],,tt8536972,6.2,940.0,3.422,5.4
Retablo,2018,95,['drama'],"['DE', 'NO', 'PE']",,tt7761590,7.5,1711.0,3.483,7.5
The American Meme,2018,95,['documentation'],['US'],,tt8106558,6.8,17034.0,6.288,5.9
Family Blood,2018,92,"['horror', 'thriller', 'drama']",['US'],,tt7895904,4.2,2934.0,11.041,4.6
First Match,2018,102,"['drama', 'sport']",['US'],,tt6061074,6.4,2242.0,12.663,6.6
The Princess Switch,2018,101,"['romance', 'comedy', 'drama', 'family']",['US'],,tt8954732,6.0,27650.0,14.783,7.0
Sanju,2018,161,"['drama', 'comedy']","['IN', 'US']",,tt6452574,7.7,52227.0,8.906,7.4
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,2018,22,"['fantasy', 'action', 'comedy', 'scifi', 'animation']",['US'],,tt8205250,5.6,551.0,8.657,6.7
Nigerian Prince,2018,104,"['thriller', 'crime', 'drama']","['US', 'NG']",,tt6851966,5.8,383.0,5.059,5.4
The Milk System,2018,90,"['documentation', 'european']","['DE', 'IT']",,tt7274546,7.0,525.0,1.784,6.6
Ronnie Coleman: The King,2018,93,['documentation'],['US'],,tt7217214,7.0,3730.0,8.205,6.8
Edge of Fear,2018,91,"['thriller', 'crime', 'action']",['US'],,tt7149916,4.5,3124.0,14.161,4.7
Step Sisters,2018,104,['comedy'],['US'],,tt5267472,5.4,4460.0,12.158,6.5
ReMastered: Tricky Dick & The Man in Black,2018,58,"['documentation', 'music']",['US'],,tt9244438,7.1,1463.0,3.029,6.8
Joe Rogan: Strange Times,2018,63,['comedy'],['US'],,tt9017614,7.3,4300.0,4.202,7.2
A Christmas Prince: The Royal Wedding,2018,101,"['romance', 'drama']",['US'],,tt8709036,5.3,10658.0,8.776,6.4
Trevor Noah: Son of Patricia,2018,63,['comedy'],['US'],,tt9170648,7.3,3970.0,4.752,7.1
Ali Wong: Hard Knock Wife,2018,64,['comedy'],['US'],,tt7410684,7.3,4874.0,6.463,7.0
Feminists: What Were They Thinking?,2018,86,['documentation'],['US'],,tt5419676,6.9,2196.0,11.455,7.9
Candy Jar,2018,92,['comedy'],['US'],,tt6744044,5.8,4950.0,12.039,6.2
ReMastered: Who Shot the Sheriff,2018,57,"['documentation', 'crime', 'history', 'music']",['US'],,tt9118620,6.9,1381.0,3.395,6.9
What We Started,2018,70,"['documentation', 'music']",['US'],,tt6191876,7.1,2126.0,4.392,7.2
Period. End of Sentence.,2018,26,['documentation'],['US'],,,,,6.085,8.0
ReMastered: Who Killed Jam Master Jay?,2018,58,"['music', 'documentation']",['US'],,tt9399094,6.5,768.0,2.67,6.5
Iliza Shlesinger: Elder Millennial,2018,72,['comedy'],['US'],,tt8697266,7.2,4033.0,5.896,7.2
Being Napoleon,2018,88,['documentation'],['US'],,tt8841814,5.5,124.0,2.389,6.0
All Good,2018,93,"['drama', 'comedy', 'european']",['DE'],,tt7776430,6.5,1416.0,1.804,6.1
Paradox,2018,73,"['western', 'fantasy', 'music']",['US'],,tt7949046,3.9,711.0,4.603,3.3
Weed the People,2018,98,['documentation'],['US'],,tt7968976,7.3,332.0,3.849,8.0
The Most Assassinated Woman in the World,2018,102,"['thriller', 'drama', 'european']","['BE', 'GB', 'US']",,tt6186696,5.3,1076.0,6.741,5.3
A Champion Heart,2018,90,['family'],['US'],,tt4738912,5.9,395.0,5.224,8.2
Recovery Boys,2018,90,['documentation'],['US'],,tt8167872,6.7,714.0,6.523,6.6
The Holiday Calendar,2018,95,"['romance', 'comedy', 'drama', 'fantasy']",['US'],,tt8262802,5.7,9985.0,9.382,6.7
Cities of Last Things,2018,106,"['crime', 'drama', 'scifi']","['TW', 'US', 'CN', 'FR']",,tt4397342,6.2,1615.0,5.868,6.4
Seeing Allred,2018,96,['documentation'],['US'],,tt7689924,7.2,1338.0,6.668,6.9
El Diesel,2018,105,"['thriller', 'action', 'crime']",['EG'],,tt7906422,4.5,437.0,1.623,6.1
Gad Elmaleh: American Dream,2018,57,['comedy'],['US'],,tt8110630,7.2,1028.0,5.417,6.8
Love Jacked,2018,100,"['comedy', 'romance']","['CA', 'ZA', 'US']",,tt4329242,5.9,2142.0,8.818,6.1
Kevin James: Never Don't Give Up,2018,62,['comedy'],['US'],,tt8324578,6.1,1448.0,4.617,6.3
Weapon of Choice,2018,90,"['documentation', 'european']","['AT', 'IQ', 'US']",,tt7683350,4.8,162.0,2.08,5.3
D.L. Hughley: Contrarian,2018,58,['comedy'],['US'],,tt8426270,6.6,606.0,2.164,5.2
Zion,2018,10,"['documentation', 'drama']",['US'],,tt4315044,,,6.258,6.5
Party Monster: Scratching the Surface,2018,33,['comedy'],['US'],,,,,1.35,6.9
Loudon Wainwright III: Surviving Twin,2018,91,"['music', 'documentation']",['US'],,tt9203030,7.1,94.0,1.272,8.0
Jim Jefferies: This Is Me Now,2018,70,['comedy'],['US'],,tt8617844,7.3,3984.0,5.57,6.8
Stars in the Sky: A Hunting Story,2018,69,['documentation'],['US'],,tt10078502,7.3,333.0,2.044,5.5
Notes from Dunblane: Lessons from a School Shooting,2018,23,['documentation'],['US'],,,,,3.85,6.1
"Out of Many, One",2018,35,['documentation'],['US'],,,,,1.32,5.8
Gunshot,2018,96,"['drama', 'thriller', 'crime', 'documentation', 'european']",['EG'],,tt5639722,6.8,593.0,1.084,7.6
Todo lo que sería Lucas Lauriente,2018,78,['comedy'],"['AR', 'US']",,tt7607452,6.9,108.0,1.366,7.5
Hari Kondabolu: Warn Your Relatives,2018,67,['comedy'],['US'],,tt8342748,6.5,837.0,2.215,5.9
Marlon Wayans: Woke-ish,2018,68,"['comedy', 'documentation']",['US'],,tt7655590,6.5,1390.0,5.269,6.4
Spivak,2018,91,['comedy'],['US'],,tt6342110,5.6,732.0,3.649,5.6
Late Life: The Chien-Ming Wang Story,2018,97,"['documentation', 'sport']","['TW', 'US']",,tt8234502,7.2,465.0,2.399,6.3
Son Of Adam,2018,109,['thriller'],['EG'],,,,,1.459,6.0
Super Monsters and the Wish Star,2018,27,['fantasy'],['US'],,,,,2.821,6.0
Free Rein: The Twelve Neighs of Christmas,2018,58,"['comedy', 'drama', 'family']",['US'],,tt9315418,6.7,5633.0,8.311,6.9
Mama's Boy,2018,104,['comedy'],['EG'],,tt8665900,6.1,987.0,1.558,5.6
Puppy Star Christmas,2018,90,"['family', 'comedy']",['US'],,tt8861786,3.6,248.0,6.999,5.7
Mo Amer: The Vagabond,2018,56,"['comedy', 'documentation']",['US'],,tt9060526,7.3,799.0,2.008,5.7
Pup Star: World Tour,2018,87,"['comedy', 'family']","['CA', 'JP', 'US']",,tt7322864,3.8,207.0,5.884,5.7
Jani Dueñas: Grandes fracasos de ayer y hoy,2018,77,['comedy'],"['CL', 'MX', 'US']",,tt7607260,4.8,71.0,1.815,6.0
Stretch Armstrong: The Breakout,2018,45,['animation'],['US'],,,,,1.982,6.0
Salam - The First ****** Nobel Laureate,2018,75,['documentation'],['US'],,tt7904606,7.8,414.0,2.916,7.3
Todd Glass: Act Happy,2018,62,['comedy'],['US'],,tt7752142,5.1,366.0,2.867,5.7
Enissa Amani: Ehrenwort,2018,65,"['comedy', 'european']",['US'],,tt8328418,5.5,194.0,2.274,5.6
Harith Iskander: I Told You So,2018,61,['comedy'],['US'],,tt7902184,4.6,172.0,2.547,5.5
Vir Das: Losing It,2018,67,['comedy'],['US'],,tt9315848,7.0,1238.0,3.413,7.7
Al-Khawaga's Dilemma,2018,110,['drama'],['EG'],,,,,0.84,6.0
W. Kamau Bell: Private School Negro,2018,65,['comedy'],['US'],,tt8467788,6.4,770.0,1.961,6.3
The Suit,2018,96,"['comedy', 'family', 'action', 'drama']",['EG'],,tt8805486,5.4,1608.0,2.828,7.1
Super Monsters Save Halloween,2018,24,"['animation', 'family']",['US'],,tt9085726,5.4,27.0,4.147,6.6
Elf Pets: Santa's St. Bernards Save Christmas,2018,26,"['animation', 'fantasy']",['US'],,tt9233904,5.3,95.0,1.17,2.0
The Gentlemen,2019,113,"['comedy', 'crime', 'action']","['US', 'GB']",,tt8367814,7.8,314049.0,67.663,7.7
Uncut Gems,2019,130,"['drama', 'thriller', 'comedy', 'crime']",['US'],,tt5727208,7.4,261956.0,24.948,7.1
Rambo: Last Blood,2019,101,"['thriller', 'western', 'action']","['US', 'CN']",,tt1206885,6.1,95013.0,80.773,6.5
Freaks,2019,105,"['scifi', 'thriller', 'drama']","['US', 'CA']",,tt8781414,6.7,34111.0,40.382,6.8
The King,2019,140,"['drama', 'history', 'romance', 'war']","['AU', 'US']",,tt7984766,7.3,119020.0,23.761,7.2
The Irishman,2019,209,"['drama', 'crime', 'history', 'thriller']",['US'],,tt1302006,7.8,371209.0,19.74,7.6
Synchronic,2019,102,"['horror', 'scifi', 'thriller', 'drama']",['US'],,tt9016974,6.2,28617.0,11.441,6.3
21 Bridges,2019,99,"['action', 'drama', 'crime', 'thriller']",['US'],,tt8688634,6.6,64117.0,26.217,6.8
El Camino: A Breaking Bad Movie,2019,123,"['thriller', 'drama', 'crime', 'action']",['US'],,tt10819010,7.3,216847.0,35.145,6.9
In the Shadow of the Moon,2019,115,"['thriller', 'crime', 'scifi']","['US', 'CA']",,tt8110640,6.2,49894.0,23.345,6.1
Fantastic Fungi,2019,81,['documentation'],['US'],,tt8258074,7.4,7890.0,9.346,7.2
6 Underground,2019,127,"['action', 'thriller', 'comedy']",['US'],,tt8106534,6.1,168919.0,47.628,6.3
Always Be My Maybe,2019,101,"['romance', 'comedy']",['US'],,tt7374948,6.8,54166.0,14.207,6.6
Scary Stories to Tell in the Dark,2019,108,"['horror', 'thriller']","['CA', 'CN', 'US']",,tt3387520,6.2,73859.0,41.917,6.5
Triple Frontier,2019,125,"['thriller', 'action', 'crime', 'drama']",['US'],,tt1488606,6.4,124218.0,27.886,6.3
Fast Color,2019,102,"['thriller', 'drama', 'scifi']",['US'],,tt6418778,6.0,6194.0,18.162,6.0
Official Secrets,2019,112,"['thriller', 'crime', 'drama', 'war', 'romance']","['GB', 'US']",,tt5431890,7.3,45200.0,16.557,7.2
"Extremely Wicked, Shockingly Evil and Vile",2019,111,"['crime', 'drama', 'thriller']",['US'],,tt2481498,6.7,91162.0,19.448,7.0
After,2019,106,"['drama', 'romance']",['US'],,tt4126476,5.2,52180.0,152.738,7.2
Dolemite Is My Name,2019,118,"['comedy', 'drama']",['US'],,tt8526872,7.2,59836.0,13.072,7.0
The Professor and the Madman,2019,124,"['thriller', 'drama', 'history', 'european']","['US', 'FR', 'IE']",,tt5932728,7.2,44418.0,13.722,7.2
Code 8,2019,99,"['scifi', 'thriller', 'action', 'crime', 'drama']","['GB', 'US', 'CA']",,tt6259380,6.1,38850.0,20.42,6.2
The Wind,2019,86,"['western', 'thriller', 'horror']",['US'],,tt8426594,5.5,8078.0,9.685,5.6
Five Feet Apart,2019,116,"['romance', 'drama']",['US'],,tt6472976,7.2,61878.0,61.598,8.3
Murder Mystery,2019,97,"['comedy', 'action', 'crime', 'romance']",['US'],,tt1618434,6.0,120532.0,33.858,6.2
Countdown,2019,90,"['horror', 'thriller', 'european']",['US'],,,,,34.6,6.4
Fyre,2019,98,"['documentation', 'crime', 'music']",['US'],,tt9412098,7.2,44715.0,11.622,6.9
Fractured,2019,99,['thriller'],['US'],,tt4332232,6.4,70860.0,20.986,6.7
The Highwaymen,2019,132,"['thriller', 'crime', 'drama']",['US'],,tt1860242,6.9,88714.0,19.718,6.7
The Dirt,2019,108,"['drama', 'music', 'comedy']",['US'],,tt0800325,6.9,47603.0,19.057,7.5
Polar,2019,118,"['action', 'crime', 'drama', 'thriller', 'european']","['US', 'DE']",,tt4139588,6.3,87080.0,24.449,6.3
Someone Great,2019,92,"['romance', 'comedy']",['US'],,tt8075260,6.2,21501.0,12.918,6.4
Sweetheart,2019,82,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",['US'],,tt6560164,5.8,8074.0,15.792,6.5
The Laundromat,2019,96,"['drama', 'comedy', 'crime', 'history']",['US'],,tt5868244,6.3,49391.0,13.77,6.0
The Two Popes,2019,125,"['drama', 'comedy', 'history']",['US'],,tt8404614,7.6,120871.0,17.506,7.5
IO,2019,96,"['scifi', 'romance', 'drama']",['US'],,tt3256226,4.7,33724.0,20.028,4.9
Velvet Buzzsaw,2019,112,"['thriller', 'horror', 'comedy']",['US'],,tt7043012,5.7,59491.0,11.402,5.3
Can You Keep a Secret?,2019,94,"['comedy', 'romance']",['US'],,tt8707922,5.3,16049.0,12.18,6.6
The Red Sea Diving Resort,2019,129,"['thriller', 'drama', 'history']","['US', 'CA']",,tt6675186,6.6,28051.0,11.768,6.9
American Factory,2019,110,['documentation'],['US'],,tt9351980,7.4,21415.0,13.07,7.2
Wine Country,2019,103,"['comedy', 'drama']",['US'],,tt8169446,5.4,20836.0,11.382,5.5
Between Two Ferns: The Movie,2019,82,['comedy'],['US'],,tt9398640,6.1,31193.0,9.934,5.9
The Silence,2019,91,"['horror', 'thriller', 'fantasy', 'drama', 'scifi', 'comedy', 'european']",['DE'],,tt8169224,5.3,43732.0,19.844,6.0
The Boy Who Harnessed the Wind,2019,113,"['drama', 'history']","['MW', 'GB', 'US']",,tt7533152,7.6,36805.0,40.059,7.9
We Have Always Lived in the Castle,2019,90,"['thriller', 'drama']",['US'],,tt5952138,5.6,7063.0,10.469,5.4
Doom: Annihilation,2019,97,"['scifi', 'horror', 'thriller', 'action']",['US'],,tt8328716,3.7,9200.0,27.95,4.9
Girl on the Third Floor,2019,93,"['thriller', 'drama', 'horror']",['US'],,tt9026184,4.7,9823.0,9.904,5.3
The Great Hack,2019,114,"['documentation', 'history']",['US'],,tt9358204,7.1,22838.0,18.974,6.8
Ophelia,2019,106,"['drama', 'history', 'romance', 'thriller', 'war']","['GB', 'US']",,tt5690870,6.6,10357.0,20.745,7.3
In the Tall Grass,2019,102,"['drama', 'thriller', 'horror', 'scifi']","['US', 'CA']",,tt4687108,5.4,54391.0,17.631,5.5
Paradise Hills,2019,95,"['fantasy', 'thriller', 'scifi', 'european']","['ES', 'US']",,tt6127004,5.3,22298.0,16.364,6.0
Rust Creek,2019,108,"['thriller', 'crime', 'drama', 'horror']",['US'],,tt6610158,5.9,11136.0,15.43,6.4
Eli,2019,98,"['horror', 'thriller', 'drama']",['US'],,tt5294518,5.8,34477.0,20.919,6.0
Sword of Trust,2019,88,"['comedy', 'drama']",['US'],,tt8484012,6.3,3558.0,7.367,5.9
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,142,"['music', 'documentation', 'history']",['US'],,tt9580038,7.6,6550.0,7.958,7.2
The Game Changers,2019,88,['documentation'],['US'],,tt7455754,7.8,19708.0,12.707,7.4
Charlie Says,2019,104,"['crime', 'drama', 'documentation']",['US'],,tt1759744,5.9,4256.0,11.739,5.9
1BR,2019,90,"['horror', 'thriller', 'drama']",['US'],,tt7541106,5.8,11983.0,15.734,6.2
Bill Burr: Paper Tiger,2019,67,['comedy'],"['GB', 'US']",,tt10847306,8.1,10649.0,6.247,7.3
The Silence of Others,2019,95,"['documentation', 'history', 'european']","['FR', 'ES', 'US', 'CA']",,tt8099236,8.0,2048.0,10.349,8.2
Paddleton,2019,89,"['drama', 'comedy']",['US'],,tt8041276,7.1,13419.0,8.112,7.0
The Kindness of Strangers,2019,112,"['drama', 'european']","['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",,tt6515910,6.4,3515.0,7.398,6.5
Rim of the World,2019,99,"['comedy', 'scifi', 'action']",['US'],,tt8179388,5.2,23651.0,15.126,6.0
The Best of Enemies,2019,133,"['drama', 'history']",['US'],,tt4807408,7.3,16441.0,18.706,7.4
Secret Obsession,2019,97,"['thriller', 'drama']",['US'],,tt9419834,4.4,21011.0,16.496,5.5
See You Yesterday,2019,87,"['drama', 'action', 'crime', 'scifi', 'thriller']",['US'],,tt8743064,5.2,10663.0,8.034,5.6
Dave Chappelle: Sticks & Stones,2019,65,['comedy'],['US'],,tt10810424,8.4,25687.0,12.023,7.7
Triple Threat,2019,96,"['thriller', 'action']","['US', 'CN', 'TH']",,tt6644602,5.6,11115.0,35.141,6.3
Miles Davis: Birth of the Cool,2019,115,"['documentation', 'music']",['US'],,tt9358200,7.4,1771.0,7.782,7.3
