    title,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Olympus Has Fallen,2013,119,"['thriller', 'action', 'drama']",['US'],,tt2302755,6.5,272334.0,84.497,6.4
The Green Inferno,2013,100,"['horror', 'thriller']","['CA', 'CL', 'US']",,tt2403021,5.3,43149.0,35.625,5.6
Dark Skies,2013,97,"['thriller', 'horror', 'scifi', 'documentation']",['US'],,tt4190332,6.3,75139.0,25.799,6.3
The Frozen Ground,2013,105,"['thriller', 'drama', 'crime']",['US'],,tt2005374,6.4,62183.0,11.872,6.3
Empire State,2013,94,"['drama', 'crime', 'thriller', 'action', 'european']",['US'],,tt2171867,5.2,21368.0,42.802,5.4
Shrek the Musical,2013,130,"['fantasy', 'family', 'comedy']",['US'],,tt3070936,6.9,3634.0,15.817,7.3
The Butler,2013,132,"['drama', 'european']",['US'],,tt1327773,7.2,114013.0,12.932,7.4
Scary Movie 5,2013,86,"['comedy', 'horror']",['US'],,tt0795461,3.5,70814.0,72.044,4.8
Cloudy with a Chance of Meatballs 2,2013,95,"['comedy', 'family', 'fantasy', 'scifi', 'drama', 'animation']",['US'],,tt1985966,6.3,100637.0,41.511,6.4
Redemption,2013,100,"['thriller', 'action', 'european']","['US', 'GB']",,,,,59.493,6.2
Texas Chainsaw 3D,2013,92,"['horror', 'thriller']",['US'],,tt1572315,4.8,49312.0,46.799,5.4
Life of Crime,2013,94,"['comedy', 'crime']",['US'],,tt1663207,5.8,18793.0,15.068,5.7
The Big Wedding,2013,90,"['comedy', 'drama', 'romance']",['US'],,tt1931435,5.6,49549.0,8.928,5.9
Bo Burnham: What.,2013,60,"['comedy', 'music', 'documentation']",['US'],,tt3210258,8.3,11488.0,5.747,7.9
The Smurfs 2,2013,105,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt2017020,5.3,41571.0,36.043,5.8
Metallica: Through the Never,2013,93,['music'],['US'],,tt2172935,7.1,17433.0,16.923,6.8
Thanks for Sharing,2013,112,"['drama', 'comedy', 'romance']",['US'],,tt1932718,6.4,28204.0,7.824,5.9
The Haunting in Connecticut 2: Ghosts of Georgia,2013,101,"['horror', 'thriller', 'drama']",['US'],,tt1457765,5.2,17170.0,19.018,5.8
Mike Birbiglia: My Girlfriend's Boyfriend,2013,75,"['drama', 'documentation', 'comedy', 'romance']",['US'],,tt2937390,8.0,3284.0,3.449,7.5
Elena,2013,82,"['documentation', 'european', 'drama', 'family']","['US', 'BR']",,tt2719278,7.6,1823.0,4.112,7.4
We Steal Secrets: The Story of WikiLeaks,2013,162,['documentation'],['US'],,tt1824254,6.9,7873.0,6.838,6.6
Free Birds,2013,91,"['comedy', 'family', 'scifi', 'animation']",['US'],,tt1621039,5.8,23917.0,16.617,5.9
The Square,2013,88,"['drama', 'history', 'documentation']","['GB', 'US', 'EG']",,tt2486682,8.1,8949.0,5.613,7.8
The Short Game,2013,100,"['documentation', 'sport']",['US'],,tt2466830,7.3,1518.0,5.747,7.3
Jinxed,2013,70,"['fantasy', 'comedy', 'family']","['CA', 'US']",,tt2934844,6.4,1444.0,7.932,6.7
Company of Heroes,2013,100,['drama'],['US'],,,,,9.176,5.4
LEGO Marvel Super Heroes: Maximum Overload,2013,20,"['action', 'animation']",['US'],,,,,10.788,6.2
From One Second to the Next,2013,34,['documentation'],['US'],,,,,2.936,7.1
The Meaning of Monty Python,2013,60,['documentation'],['US'],,,,,3.738,7.5
Aziz Ansari: Buried Alive,2013,79,"['comedy', 'documentation']",['US'],,tt2836450,7.2,3980.0,6.539,7.0
Marc Maron: Thinky Pain,2013,90,['comedy'],['US'],,tt3004634,7.3,1876.0,4.861,7.2
Ralphie May: Imperfectly Yours,2013,69,"['comedy', 'documentation']",['US'],,tt3219820,5.4,150.0,2.497,4.9
SampleThis,2013,85,"['documentation', 'music']",['US'],,tt2407418,6.4,466.0,3.188,6.6
The War Against Women,2013,62,"['documentation', 'war']","['US', 'ES']",,tt3856034,7.3,74.0,2.699,6.3
Sommore: Chandelier Status,2013,75,['comedy'],['US'],,tt3012832,6.6,95.0,0.995,7.0
Todd Glass Talks About Stuff,2013,46,['comedy'],['US'],,,,,1.4,
Doctor Bello,2013,95,"['drama', 'action']","['NG', 'US']",,tt2723358,4.8,54.0,1.879,6.0
Paddington,2014,96,"['comedy', 'animation', 'family', 'fantasy', 'european']","['FR', 'GB', 'US']",,tt1109624,7.2,111092.0,34.655,7.1
Nightcrawler,2014,118,"['crime', 'thriller', 'drama']",['US'],,tt2872718,7.8,523686.0,54.186,7.7
The Imitation Game,2014,113,"['thriller', 'drama', 'war']","['US', 'GB']",,tt2084970,8.0,748654.0,46.71,8.0
Big Eyes,2014,106,"['drama', 'documentation', 'crime', 'romance']","['CA', 'US']",,tt1126590,7.2,51.0,12.271,7.0
How to Train Your Dragon 2,2014,102,"['fantasy', 'comedy', 'family', 'animation', 'action']",['US'],,tt1646971,7.8,327565.0,68.926,7.7
A Walk Among the Tombstones,2014,113,"['drama', 'thriller', 'action', 'crime']",['US'],,tt0365907,6.5,120389.0,73.108,6.3
The Giver,2014,97,"['drama', 'scifi', 'romance', 'thriller']",['US'],,tt0435651,6.4,118117.0,15.835,6.5
Creep,2014,77,"['horror', 'thriller']",['US'],,tt2428170,6.3,52233.0,13.284,6.4
St. Vincent,2014,102,"['comedy', 'drama']",['US'],,tt2170593,7.2,102103.0,21.451,7.1
Penguins of Madagascar,2014,92,"['comedy', 'animation', 'family', 'scifi']",['US'],,tt1911658,6.6,88708.0,84.347,6.5
Jackass Presents: Bad Grandpa .5,2014,86,['comedy'],['US'],,tt3766424,6.3,,20.423,5.9
Mr. Peabody & Sherman,2014,92,"['action', 'family', 'animation', 'history', 'scifi', 'romance', 'comedy', 'fantasy']",['US'],,tt0864835,6.8,68790.0,30.69,6.7
Vampire Academy,2014,104,"['fantasy', 'horror', 'thriller', 'action', 'comedy', 'drama']",['US'],,tt1686821,5.4,54190.0,17.252,6.3
"I, Frankenstein",2014,92,"['horror', 'thriller', 'scifi', 'action', 'fantasy']","['AU', 'US']",,tt1418377,5.1,80733.0,16.066,5.3
Seventh Son,2014,120,"['fantasy', 'action']","['US', 'GB', 'CN', 'CA']",,tt1121096,5.5,76395.0,49.025,5.5
Sabotage,2014,109,"['drama', 'thriller', 'western', 'action', 'crime']",['US'],,tt1742334,5.7,63007.0,27.573,5.6
Get on Up,2014,139,"['drama', 'music']",['US'],,tt2473602,6.9,24456.0,9.246,6.7
The November Man,2014,108,"['crime', 'action', 'thriller']","['GB', 'US']",,tt2402157,6.3,67243.0,14.82,6.1
The Battered Bastards of Baseball,2014,80,"['documentation', 'sport']",['US'],,tt3445270,8.0,3953.0,6.34,7.6
Who Am I,2014,105,"['thriller', 'european', 'drama', 'scifi', 'crime']",['DE'],,tt4426376,7.5,55044.0,25.93,7.7
Walk of Shame,2014,95,['comedy'],['US'],,tt2463288,6.0,54065.0,20.142,5.9
Search Party,2014,93,['comedy'],['US'],,tt2758904,5.6,7789.0,6.29,5.4
Copenhagen,2014,98,"['drama', 'romance']","['US', 'DK']",,tt2459156,7.1,13135.0,6.0,6.7
Cowspiracy: The Sustainability Secret,2014,90,['documentation'],['US'],,tt4344904,8.2,24845.0,10.13,7.8
Bill Burr: I'm Sorry You Feel That Way,2014,80,"['comedy', 'documentation']",['US'],,tt3823690,8.3,7954.0,6.968,7.7
A Haunted House 2,2014,86,"['comedy', 'horror', 'fantasy']",['US'],,tt2828996,4.6,21514.0,86.877,6.1
Tom Segura: Completely Normal,2014,74,"['comedy', 'documentation']",['US'],,tt3500822,7.7,2570.0,3.372,7.2
LEGO DC Comics Super Heroes: Batman Be-Leaguered,2014,22,"['comedy', 'family', 'scifi', 'animation', 'action']",['US'],,tt4189294,6.5,1305.0,8.144,6.9
Dragons: Dawn Of The Dragon Racers,2014,26,['fantasy'],['US'],,,,,50.509,7.2
A Fairly Odd Summer,2014,68,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt3149536,4.0,533.0,10.552,5.9
Jim Gaffigan: Obsessed,2014,70,"['comedy', 'documentation']",['US'],,tt3481550,7.6,2226.0,4.903,7.3
Mission Blue,2014,94,"['documentation', 'drama']",['US'],,tt2004304,7.9,1950.0,6.267,7.5
Pedal the World,2014,84,"['documentation', 'european']",['DE'],,tt6020164,5.0,1057.0,2.59,5.6
Mitt,2014,93,"['documentation', 'family']",['US'],,tt3336722,6.9,2579.0,3.769,6.3
Sniper: Legacy,2014,94,"['thriller', 'european']",['US'],,,,,12.202,6.0
Jim Jefferies: Bare,2014,76,['comedy'],['US'],,tt3958494,8.0,5407.0,7.515,7.5
Imperial Dreams,2014,87,['drama'],['US'],,tt3331028,6.7,4452.0,7.323,6.5
Silent,2014,3,"['animation', 'family', 'action']",['US'],,,,,2.956,7.0
Print the Legend,2014,100,"['documentation', 'drama', 'history']",['US'],,tt3703872,7.0,1967.0,5.218,6.7
BoJack Horseman Christmas Special,2014,25,[],['US'],,,,,1.566,7.1
Free to Play,2014,75,"['documentation', 'action']","['UA', 'US', 'CN', 'DE', 'SG']",,tt3203290,7.9,13308.0,8.3,7.0
"The Other One: The Long, Strange Trip of Bob Weir",2014,85,"['music', 'documentation']",['US'],,tt3692768,7.3,1649.0,3.199,7.3
Mars at Sunrise,2014,75,['drama'],['US'],,tt2714424,7.8,43.0,1.215,
100 Things to Do Before High School,2014,44,[],['US'],,,,,0.0094417458789051,
My Own Man,2014,82,"['drama', 'comedy', 'family', 'documentation']",['US'],,tt3812618,6.4,445.0,3.493,7.0
Chelsea Handler: Uganda Be Kidding Me Live,2014,71,['comedy'],['US'],,tt4079776,5.8,1165.0,3.445,6.4
Wyatt Cenac: Brooklyn,2014,67,['comedy'],['US'],,tt4286560,6.3,228.0,2.08,6.2
D.L. Hughley: Clear,2014,59,['comedy'],['US'],,tt3589494,6.9,249.0,2.807,6.6
Giraffada,2014,85,"['drama', 'european']","['IT', 'PS', 'FR', 'DE']",,tt3132086,6.3,234.0,1.655,5.8
E-Team,2014,88,"['documentation', 'war']",['US'],,tt3458282,7.1,873.0,3.108,6.0
It Follows,2015,101,"['horror', 'thriller']",['US'],,tt3235888,6.8,233165.0,278.419,6.6
The Gift,2015,108,"['thriller', 'drama', 'documentation']","['AU', 'US']",,tt4178092,7.1,151679.0,11.328,6.7
Blackhat,2015,133,"['thriller', 'action', 'crime']",['US'],,tt2717822,5.4,58192.0,57.038,5.4
The Hateful Eight,2015,188,"['western', 'crime', 'drama', 'thriller']",['US'],,tt3460252,7.8,570138.0,23.205,7.7
Crimson Peak,2015,119,"['thriller', 'drama', 'horror', 'romance', 'fantasy']",['US'],,tt2554274,6.5,143899.0,23.276,6.6
Tangerine,2015,87,"['comedy', 'drama', 'crime']",['US'],,tt3824458,7.1,31385.0,8.572,7.0
Legend,2015,132,"['thriller', 'crime', 'drama', 'european']","['US', 'FR', 'GB']",,tt3569230,6.9,175273.0,72.35,7.0
Steve Jobs,2015,122,['drama'],"['GB', 'US']",,tt3565344,7.2,166288.0,13.009,6.8
Chappie,2015,120,"['scifi', 'drama', 'thriller', 'action', 'crime']","['MX', 'ZA', 'US']",,tt1823672,6.8,247192.0,110.843,6.8
Unfriended,2015,82,"['thriller', 'horror', 'drama']",['US'],,tt3901018,5.5,73854.0,22.647,5.5
"Hello, My Name Is Doris",2015,95,"['romance', 'comedy', 'drama']",['US'],,tt3766394,6.6,20377.0,14.663,6.4
The Danish Girl,2015,119,"['drama', 'romance', 'european']","['DE', 'GB', 'US', 'BE', 'DK']",,tt0810819,7.1,180805.0,19.604,7.6
He Never Died,2015,99,"['horror', 'fantasy', 'drama', 'thriller', 'comedy']","['CA', 'US']",,tt3823012,6.4,19936.0,10.044,6.1
Home,2015,95,"['fantasy', 'scifi', 'comedy', 'family', 'animation']",['US'],,tt2224026,6.6,100705.0,37.237,6.8
Winter on Fire: Ukraine's Fight for Freedom,2015,98,['documentation'],"['UA', 'GB', 'US']",,tt4908644,8.3,17710.0,11.354,8.0
Cop Car,2015,86,"['thriller', 'crime']",['US'],,tt4209984,6.3,32547.0,10.384,5.9
Sinister 2,2015,97,"['horror', 'thriller']","['GB', 'US', 'CA']",,tt2752772,5.3,53733.0,26.423,5.8
American Ultra,2015,96,"['comedy', 'action', 'scifi']","['US', 'CH']",,tt3316948,6.1,89912.0,15.041,6.1
Advantageous,2015,92,"['scifi', 'drama', 'family']",['US'],,tt4209960,6.2,5378.0,7.157,6.0
Beasts of No Nation,2015,137,"['war', 'drama']","['US', 'GH']",,tt1365050,7.7,80129.0,11.978,7.6
Self/less,2015,116,"['scifi', 'thriller', 'action', 'drama']",['US'],,tt2157712,6.5,98127.0,24.934,6.4
"What Happened, Miss Simone?",2015,101,"['music', 'documentation']",['US'],,tt5108670,7.6,13703.0,9.586,7.5
Circle,2015,87,"['scifi', 'thriller', 'horror', 'drama', 'european']",['US'],,tt4473464,6.0,52925.0,12.217,6.0
Demonic,2015,83,"['thriller', 'horror']","['GB', 'US']",,tt1841642,5.3,14882.0,6.835,5.3
Bill Hicks: Reflections,2015,34,['documentation'],['US'],,,,,0.901,6.7
Our Brand Is Crisis,2015,108,"['comedy', 'drama']",['US'],,tt1018765,6.1,22147.0,12.35,5.8
The Ridiculous 6,2015,119,"['western', 'action', 'comedy']",['US'],,tt2479478,4.8,47935.0,52.167,5.1
Jem and the Holograms,2015,119,"['fantasy', 'drama', 'family', 'music', 'romance', 'scifi']",['US'],,tt3614814,4.1,7804.0,11.088,5.5
The Girl King,2015,106,"['drama', 'european', 'history', 'romance']","['SE', 'CA', 'FI', 'FR', 'DE']",,tt1254322,5.8,4065.0,17.025,6.3
Dream/Killer,2015,107,"['crime', 'documentation']",['US'],,tt4504438,7.4,1938.0,4.566,6.7
By the Sea,2015,122,"['drama', 'european', 'romance']","['US', 'FR']",,tt3707106,5.3,20541.0,9.388,5.6
Marco Polo: One Hundred Eyes,2015,28,"['action', 'history', 'drama']",['US'],,tt5248968,7.8,10742.0,9.676,7.2
Results,2015,105,"['comedy', 'romance']",['US'],,tt3824412,5.4,7073.0,7.885,5.1
Rock the Kasbah,2015,100,"['comedy', 'music', 'war']","['MA', 'US']",,tt3165590,5.5,11963.0,11.689,5.4
A Very Murray Christmas,2015,56,"['comedy', 'music']",['US'],,tt4537842,5.5,15428.0,6.405,5.3
Extraction,2015,92,"['thriller', 'action']","['GB', 'US']",,tt4382872,4.1,11180.0,19.682,4.6
LEGO Marvel Super Heroes: Avengers Reassembled!,2015,22,"['animation', 'comedy', 'scifi', 'action']",['US'],,tt5371572,6.1,843.0,13.662,6.5
Tig,2015,95,['documentation'],['US'],,tt3986532,7.4,2649.0,5.604,7.2
John Mulaney: The Comeback Kid,2015,62,"['comedy', 'documentation']",['US'],,tt5069564,7.9,8471.0,4.657,7.8
Minimalism: A Documentary About the Important Things,2015,79,['documentation'],['US'],,tt4685424,6.7,15656.0,10.028,6.6
Hot Girls Wanted,2015,84,['documentation'],['US'],,tt4382552,6.1,17447.0,44.727,5.9
Anthony Jeselnik: Thoughts and Prayers,2015,59,['comedy'],['US'],,,,,6.22,7.4
Septembers of Shiraz,2015,110,"['drama', 'thriller', 'western']",['US'],,tt3661298,7.9,38.0,8.075,5.8
Demetri Martin: Live (At The Time),2015,61,"['comedy', 'documentation']",['US'],,tt4512714,7.4,2163.0,4.491,6.9
Riot,2015,87,['action'],['US'],,tt4642044,5.1,3332.0,13.12,5.9
Anjelah Johnson: Not Fancy,2015,63,"['comedy', 'documentation']",['US'],,tt4199110,5.7,686.0,3.318,4.8
I Am Michael,2015,98,"['drama', 'romance']",['US'],,tt5116866,5.6,5495.0,8.06,5.6
6 Years,2015,84,"['romance', 'drama']",['US'],,tt3984280,5.6,12441.0,8.384,5.4
Manson Family Vacation,2015,85,"['drama', 'comedy', 'thriller']",['US'],,tt4154218,5.8,2965.0,7.823,5.9
Open Season: Scared Silly,2015,85,['animation'],"['US', 'CA']",,,,,25.774,5.9
Jeff Dunham: Unhinged in Hollywood,2015,60,['comedy'],['US'],,tt5038776,6.7,713.0,3.278,6.2
Colin Quinn: Unconstitutional,2015,55,['comedy'],['US'],,tt4392266,7.0,465.0,1.542,6.9
Keith Richards: Under the Influence,2015,82,"['music', 'documentation']",['US'],,tt4900018,7.1,3357.0,5.617,6.8
Ralphie May: Unruly,2015,83,['comedy'],['US'],,,,,3.016,4.3
4K Fireplace,2015,181,"['family', 'reality']",['US'],,tt5275236,7.7,48.0,1.336,6.8
Chris Tucker: Live,2015,92,"['comedy', 'documentation']",['US'],,tt4835636,6.3,1936.0,5.081,6.0
"Liar, Liar, Vampire",2015,66,"['comedy', 'family']",['US'],,tt4448304,5.8,940.0,9.114,7.1
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),2015,78,['comedy'],['US'],,tt4705606,6.8,1506.0,5.005,6.9
Puerto Ricans in Paris,2015,82,['comedy'],['US'],,tt3730510,5.3,1824.0,6.561,5.7
Iliza Shlesinger: Freezing Hot,2015,71,"['comedy', 'documentation']",['US'],,tt4074376,6.8,2572.0,4.925,6.6
Mike Epps: Don't Take It Personal,2015,60,['comedy'],['US'],,tt5339586,4.4,274.0,3.226,4.6
Aziz Ansari: Live at Madison Square Garden,2015,58,['comedy'],['US'],,tt4530184,6.6,3247.0,6.299,6.7
Ave Maria,2015,15,['comedy'],"['FR', 'DE', 'PS']",,,,,3.006,5.9
Frank and Cindy,2015,102,"['comedy', 'drama']",['US'],,tt1239242,6.1,855.0,3.109,5.4
Brent Morin: I'm Brent Morin,2015,67,['comedy'],['US'],,tt5280664,6.5,688.0,2.743,7.3
Sommore: The Reign Continues,2015,93,['comedy'],['US'],,tt4172758,6.9,76.0,1.839,7.0
Chris D'Elia: Incorrigible,2015,83,"['comedy', 'documentation']",['US'],,tt4624852,6.4,1535.0,4.419,6.2
Virunga: Gorillas in Peril,2015,28,['documentation'],['US'],,tt4677816,6.6,32.0,1.258,7.0
Janoskians: Untold and Untrue,2015,88,['comedy'],['US'],,tt4841640,3.7,160.0,2.38,5.1
Snervous Tyler Oakley,2015,82,['documentation'],['US'],,tt5073746,5.4,473.0,2.688,5.7
Hell or High Water,2016,102,"['western', 'thriller', 'action', 'crime', 'drama']",['US'],,tt2582782,7.6,224900.0,27.45,7.3
Kung Fu Panda 3,2016,95,"['comedy', 'animation', 'action', 'family', 'fantasy', 'drama']","['US', 'CN']",,tt2267968,7.1,152791.0,73.412,6.9
Ouija: Origin of Evil,2016,99,"['thriller', 'horror', 'drama']",['US'],,tt4361050,5.3,6.0,40.822,6.1
Nocturnal Animals,2016,115,"['drama', 'thriller']",['US'],,tt4551306,7.5,264884.0,54.29,7.5
War Dogs,2016,114,"['crime', 'drama', 'comedy', 'war']",['US'],,tt2005151,7.1,208185.0,59.104,6.9
"Hail, Caesar!",2016,106,"['drama', 'comedy', 'music']",['US'],,tt0475290,6.3,132821.0,10.97,5.9
The Edge of Seventeen,2016,104,"['comedy', 'drama']",['US'],,tt1878870,7.3,120488.0,27.428,7.2
London Has Fallen,2016,99,"['thriller', 'crime', 'drama', 'action']","['BG', 'GB', 'US']",,tt3300542,5.9,155997.0,36.762,6.1
Mr. Right,2016,95,"['comedy', 'romance', 'action']",['US'],,tt2091935,6.3,55118.0,18.043,6.4
Christine,2016,115,['drama'],['US'],,tt4666726,6.9,14977.0,8.408,6.8
Hush,2016,82,"['horror', 'thriller']",['US'],,tt5022702,6.6,123667.0,12.617,6.7
The Conjuring 2,2016,134,"['thriller', 'horror', 'drama']",['US'],,tt3065204,7.3,260693.0,171.543,7.3
In a Valley of Violence,2016,104,"['thriller', 'western', 'drama', 'crime', 'action']",['US'],,tt3608930,6.0,18452.0,18.124,6.0
A Monster Calls,2016,108,"['fantasy', 'drama', 'thriller', 'animation', 'family', 'european']","['ES', 'US', 'GB']",,tt3416532,7.5,86614.0,25.422,7.2
Loving,2016,123,"['drama', 'romance']","['GB', 'US']",,tt4669986,7.0,34139.0,16.292,6.7
Before I Wake,2016,97,"['drama', 'fantasy', 'horror', 'thriller']",['US'],,tt3176922,6.2,45243.0,13.359,6.4
The Fundamentals of Caring,2016,97,"['drama', 'comedy']",['US'],,tt2452386,7.3,70542.0,10.667,7.3
Batman: The Killing Joke,2016,72,"['drama', 'crime', 'thriller', 'animation', 'action']",['US'],,tt4853102,6.4,55806.0,29.498,6.6
Bastille Day,2016,92,"['action', 'drama', 'thriller', 'crime']","['US', 'FR', 'LU', 'GB']",,tt4649162,6.3,42763.0,14.921,6.3
Other People,2016,97,"['comedy', 'drama']",['US'],,tt4158876,6.8,11243.0,7.611,6.4
13th,2016,100,"['documentation', 'history', 'crime']",['US'],,tt5895028,8.2,34914.0,10.311,8.0
Spectral,2016,109,"['scifi', 'action', 'thriller']",['US'],,tt2106651,6.3,58407.0,38.64,6.4
The Bye Bye Man,2016,96,"['thriller', 'fantasy', 'horror', 'drama']",['US'],,tt4032232,4.3,23588.0,22.899,5.2
Collateral Beauty,2016,97,"['drama', 'romance']",['US'],,tt4682786,6.7,99053.0,25.719,7.3
Team Foxcatcher,2016,91,"['documentation', 'crime', 'history', 'sport']",['US'],,tt5598216,7.3,6496.0,8.626,7.1
The Forest,2016,95,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],,tt3387542,4.8,42148.0,27.63,5.2
Barry,2016,104,['drama'],['US'],,tt5477566,5.9,7116.0,10.953,5.8
Into the Inferno,2016,104,['documentation'],"['CA', 'DE', 'GB']",,tt4846318,7.2,8512.0,15.949,7.1
Frank & Lola,2016,88,"['drama', 'romance', 'thriller', 'crime']",['US'],,tt1290138,5.9,6029.0,9.626,5.6
Blue Jay,2016,81,"['romance', 'drama']",['US'],,tt5912454,7.3,17033.0,8.648,7.0
Bert Kreischer: The Machine,2016,70,['comedy'],['US'],,tt6545220,7.6,1513.0,2.851,7.8
ARQ,2016,88,"['scifi', 'thriller', 'action']",['US'],,tt5640450,6.3,38463.0,17.371,6.1
Ratchet & Clank,2016,94,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']","['US', 'CA']",,tt2870834,5.5,10764.0,14.238,5.8
Pee-wee's Big Holiday,2016,90,"['comedy', 'family']",['US'],,tt0837156,6.1,7985.0,10.761,6.2
The Young Messiah,2016,120,"['drama', 'fantasy']",['US'],,tt1002563,5.6,3542.0,20.107,6.3
White Girl,2016,88,"['drama', 'horror', 'crime']",['US'],,tt4134536,5.7,10646.0,17.452,5.7
Special Correspondents,2016,100,['comedy'],"['US', 'CA', 'GB']",,tt4181052,5.8,23669.0,14.187,5.7
Mascots,2016,89,['comedy'],['US'],,tt4936176,5.8,7381.0,6.767,5.4
The Do-Over,2016,108,"['action', 'comedy']",['US'],,tt4769836,5.7,45146.0,13.392,5.7
Bo Burnham: Make Happy,2016,60,"['comedy', 'music', 'documentation']",['US'],,tt5777636,8.4,14356.0,7.462,8.1
For the Love of Spock,2016,105,['documentation'],"['CA', 'US']",,tt4572820,7.6,4349.0,10.672,7.5
Amanda Knox,2016,92,"['crime', 'documentation', 'european']","['DK', 'US']",,tt5952332,6.9,23969.0,11.45,6.7
Tallulah,2016,111,"['drama', 'romance', 'comedy']",['US'],,tt1639084,6.7,20111.0,8.44,6.8
I Am the Pretty Thing That Lives in the House,2016,89,"['thriller', 'drama', 'horror']","['CA', 'US']",,tt5059406,4.6,14491.0,9.791,4.4
Legends of the Hidden Temple,2016,68,['family'],['US'],,tt5333842,5.7,896.0,6.75,6.8
Sebastian Maniscalco: Why Would You Do That?,2016,63,['comedy'],['US'],,tt6295304,7.3,1063.0,3.29,7.8
Sleight,2016,89,"['thriller', 'crime', 'drama', 'scifi', 'action']",['US'],,tt4573516,5.9,8644.0,8.409,5.4
Sniper: Ghost Shooter,2016,100,['drama'],['US'],,,,,24.896,6.6
Middle School: The Worst Years of My Life,2016,92,"['comedy', 'family', 'animation']",['US'],,tt4981636,6.0,8972.0,15.219,6.9
Kevin Hart: What Now?,2016,96,"['comedy', 'documentation']",['US'],,tt4669186,5.9,9458.0,8.106,6.5
Tramps,2016,83,"['romance', 'comedy', 'documentation', 'european']",['US'],,tt9049178,6.5,5460.0,10.796,6.1
Incarnate,2016,91,"['horror', 'thriller']",['US'],,tt3216348,5.2,12918.0,14.776,5.4
Term Life,2016,93,"['thriller', 'action', 'crime', 'drama']",['US'],,tt2978102,5.6,7860.0,20.41,5.9
Lavender,2016,92,"['thriller', 'drama']","['CA', 'US']",,tt9237490,5.3,7005.0,15.816,5.7
True Memoirs of an International Assassin,2016,98,"['action', 'comedy', 'crime']",['US'],,tt1542768,5.9,22466.0,12.817,5.8
The Darkness,2016,92,"['thriller', 'horror']",['US'],,tt1878841,4.5,15848.0,14.011,4.8
Opening Night,2016,90,"['comedy', 'thriller', 'drama', 'action', 'crime']",['US'],,tt8215284,6.0,2610.0,11.431,5.9
LEGO Jurassic World: The Indominus Escape,2016,24,"['family', 'animation', 'comedy']",['US'],,,,,13.027,5.7
"Surviving Compton: Dre, Suge and Michel'le",2016,87,"['drama', 'documentation']",['US'],,tt8070856,6.6,645.0,3.512,6.3
Mercy,2016,82,"['thriller', 'drama']",['US'],,tt5710042,4.1,3402.0,9.957,4.3
Ordinary World,2016,86,"['drama', 'family', 'comedy', 'music']",['US'],,tt6102594,5.5,3034.0,7.766,6.0
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,2016,74,['comedy'],['US'],,tt5571712,5.6,614.0,2.907,5.8
Rebirth,2016,101,['thriller'],['US'],,tt4902716,4.9,5156.0,6.244,4.6
Audrie & Daisy,2016,95,"['documentation', 'crime']",['US'],,tt5278460,7.2,6586.0,8.819,7.2
Colin Quinn: The New York Story,2016,62,['comedy'],['US'],,tt6257714,6.8,990.0,3.746,6.3
Tony Robbins: I Am Not Your Guru,2016,115,['documentation'],['US'],,tt5151716,6.7,4335.0,9.812,6.6
Justin Timberlake + The Tennessee Kids,2016,90,"['documentation', 'music']",['US'],,tt5001772,7.8,2173.0,4.71,7.6
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,2016,87,"['comedy', 'documentation']",['US'],,tt6302122,7.4,2519.0,4.242,7.2
Jim Jefferies: Freedumb,2016,86,"['comedy', 'documentation']",['US'],,tt5849950,7.7,5393.0,6.07,7.3
Garfunkel and Oates: Trying to be Special,2016,62,"['comedy', 'music']",['US'],,tt5602318,7.3,899.0,3.59,7.5
Strange Weather,2016,95,['drama'],['US'],,tt5205210,6.0,1499.0,12.599,6.0
Rainbow Time,2016,91,"['drama', 'comedy']",['US'],,tt5167174,5.9,710.0,4.336,5.9
Extremis,2016,24,['documentation'],['US'],,,,,5.349,7.1
Tom Segura: Mostly Stories,2016,73,"['comedy', 'documentation']",['US'],,tt4970632,7.5,3508.0,4.573,7.0
I Called Him Morgan,2016,91,"['music', 'documentation', 'history', 'drama', 'european']","['SE', 'US']",,tt4170344,7.3,1785.0,5.671,7.2
XOXO,2016,92,"['music', 'drama']",['US'],,tt4855748,5.3,6981.0,18.472,6.0
Ali Wong: Baby Cobra,2016,60,['comedy'],['US'],,tt5066574,7.5,6925.0,6.777,7.4
Schubert in Love,2016,95,"['comedy', 'european']",['DE'],,tt5186874,5.0,356.0,4.63,5.4
Jessica Darling's It List,2016,79,['family'],['US'],,tt5213744,5.5,973.0,10.978,6.0
Chocolate City: Vegas Strip,2016,89,['drama'],['US'],,tt5485482,3.7,297.0,5.246,6.5
The Ivory Game,2016,112,"['documentation', 'european']","['US', 'AT']",,tt5952534,7.9,3243.0,7.433,7.6
I'll Sleep When I'm Dead,2016,82,['documentation'],['US'],,tt4679136,6.6,1358.0,5.041,6.5
Chronically Metropolitan,2016,86,"['drama', 'comedy']",['US'],,tt5078796,5.0,1503.0,4.043,5.2
